BaseType,Initial_Weight_g,AfterBlend_Weight_g,AfterHeating_Weight_g,Heating_Temperature_C,AfterCompression_Weight_g,Heating_time,Pan_type,Blending_time,Blender_power_W,mixer_speed,ph,moisture,Compression_Pressure_psi
Carrot Peels,109.74,98.26,54.34,94.47,52.05,16.83,Iron ,43.1,473.57,2.85,6.6,L2,27
Carrot Peels,109.16,98.7,52.74,102.03,55.7,17.43,Iron ,45.34,459.55,2.87,6.95,L2,27
Carrot Peels,79.88,77.29,41.04,87.3,39.21,12.49,Iron ,34.3,453.56,1.85,6.17,L3,28
Carrot Peels,98.69,102.81,57.79,92.0,50.04,17.93,Iron ,48.6,458.13,2.92,6.84,L2,27
Carrot Peels,76.93,79.75,45.82,83.6,39.29,13.0,Iron ,36.03,424.33,2.03,7.04,L3,28
Carrot Peels,88.22,76.32,46.52,78.35,43.74,12.55,Iron ,35.45,440.69,2.03,7.08,L3,28
Carrot Peels,83.85,81.38,43.56,82.72,44.03,12.24,Iron ,36.17,427.62,2.03,6.22,L3,28
Carrot Peels,81.85,77.87,42.38,85.13,38.79,13.72,Iron ,37.31,412.93,1.87,6.68,L3,28
Carrot Peels,87.13,76.48,43.05,78.44,44.94,12.44,Iron ,33.17,416.75,1.99,6.93,L3,28
Carrot Peels,109.72,109.17,57.39,98.99,56.89,19.23,Iron ,48.34,419.63,3.02,7.02,L2,27
Carrot Peels,83.7,86.18,43.48,91.03,43.53,13.3,Iron ,34.0,450.55,2.01,6.28,L3,28
Carrot Peels,106.52,110.01,58.31,88.79,51.77,17.21,Iron ,42.52,463.43,3.18,6.71,L2,27
Carrot Peels,87.57,80.03,40.35,84.59,44.29,13.65,Iron ,36.11,447.34,2.01,6.45,L3,28
Carrot Peels,108.76,101.98,54.8,88.73,53.31,19.3,Iron ,45.8,474.86,3.06,6.84,L2,27
Carrot Peels,86.54,80.3,43.64,81.52,44.64,12.66,Iron ,35.85,421.79,1.98,6.5,L3,28
Carrot Peels,77.36,84.21,41.71,82.39,43.5,12.32,Iron ,32.25,404.89,1.99,6.16,L3,28
Carrot Peels,83.95,82.89,41.1,86.97,41.61,13.62,Iron ,37.49,450.2,1.91,7.05,L3,28
Carrot Peels,102.83,107.25,59.96,90.11,52.76,17.75,Iron ,44.55,465.52,3.0,6.78,L2,27
Cucumber Peel,88.54,82.1,46.02,90.1,48.16,13.86,Iron ,19.7,203.12,0.95,6.95,L2,21
Cucumber Peel,96.13,84.3,46.44,92.06,46.42,12.88,Iron ,21.34,188.27,1.03,6.38,L2,21
Cucumber Peel,114.51,110.16,65.67,92.42,58.29,18.84,Iron ,25.57,280.01,2.12,6.36,L3,28
Cucumber Peel,113.49,102.44,65.71,95.39,59.08,20.43,Iron ,24.03,316.62,1.87,6.53,L3,28
Cucumber Peel,119.63,116.6,65.72,100.33,55.52,18.59,Iron ,25.63,310.85,1.85,5.82,L3,28
Cucumber Peel,88.33,84.84,46.89,90.14,49.42,12.08,Iron ,19.99,194.41,1.08,6.81,L2,21
Cucumber Peel,111.36,114.83,67.51,95.75,58.85,18.32,Iron ,24.56,313.11,2.07,6.34,L3,28
Cucumber Peel,87.74,88.22,46.17,92.47,43.33,13.23,Iron ,20.73,192.73,1.04,6.1,L2,21
Cucumber Peel,88.22,94.21,51.9,84.34,44.08,13.02,Iron ,18.49,190.58,0.97,6.15,L2,21
Cucumber Peel,91.09,84.03,47.9,93.7,46.29,13.65,Iron ,20.27,207.4,0.94,6.93,L2,21
Cucumber Peel,95.41,91.13,51.68,95.19,46.96,12.15,Iron ,19.84,197.42,0.98,6.74,L2,21
Cucumber Peel,112.23,111.27,62.58,100.61,57.08,17.82,Iron ,25.58,308.72,1.86,6.63,L3,28
Cucumber Peel,91.37,84.7,50.12,84.63,43.62,13.05,Iron ,21.34,207.71,0.96,6.86,L2,21
Cucumber Peel,92.91,94.57,45.92,91.17,42.81,13.71,Iron ,19.27,205.69,0.95,6.31,L2,21
Cucumber Peel,114.63,105.78,65.89,104.89,55.31,17.85,Iron ,25.31,286.99,1.9,6.42,L3,28
Cucumber Peel,116.4,118.13,59.84,93.17,57.63,17.63,Iron ,25.54,301.71,1.88,6.39,L3,28
Cucumber Peel,87.79,87.14,47.35,93.38,46.5,12.42,Iron ,18.77,197.17,0.94,6.87,L2,21
Cucumber Peel,90.61,86.12,53.42,84.72,50.06,12.11,Iron ,20.96,198.69,0.96,6.74,L2,21
Cucumber Peel,104.69,102.08,58.91,97.79,59.79,19.5,Iron ,26.0,285.23,1.88,5.75,L3,28
Cucumber Peel,104.96,106.62,65.35,92.36,60.85,17.52,Iron ,23.8,287.88,1.84,6.37,L3,28
Cucumber Peel,94.33,82.61,52.12,86.14,42.82,13.25,Iron ,19.64,212.08,0.95,6.92,L2,21
Cucumber Peel,109.32,109.08,65.25,100.37,64.29,17.89,Iron ,26.22,295.9,1.9,5.78,L3,28
Cucumber Peel,91.23,87.47,53.39,96.49,45.63,13.95,Iron ,18.8,184.02,1.04,6.61,L2,21
Cucumber Peel,89.85,92.98,51.26,96.22,48.42,12.3,Iron ,20.63,204.52,1.08,6.9,L2,21
Cucumber Peel,110.3,112.67,64.63,94.53,60.28,20.25,Iron ,26.22,311.92,1.91,6.64,L3,28
Cucumber Peel,103.7,101.1,60.73,106.22,63.54,19.29,Iron ,25.03,316.19,1.91,6.09,L3,28
Cucumber Peel,109.59,117.2,65.95,103.72,63.08,18.76,Iron ,24.78,314.43,2.15,6.66,L3,28
Cucumber Peel,84.07,85.32,50.13,89.1,42.8,13.54,Iron ,20.68,212.21,0.94,6.33,L2,21
Cucumber Peel,91.48,90.25,52.81,94.38,48.8,13.21,Iron ,19.82,192.15,1.04,6.06,L2,21
Cucumber Peel,113.38,117.99,58.53,105.73,63.96,20.22,Iron ,23.02,304.3,2.16,6.51,L3,28
Cucumber Peel,106.57,109.63,66.86,106.73,63.96,17.98,Iron ,23.81,300.77,2.04,6.34,L3,28
Cucumber Peel,95.07,88.47,49.11,88.22,48.09,13.52,Iron ,18.62,196.35,1.01,6.13,L2,21
Cucumber Peel,88.62,89.05,49.93,84.83,43.75,13.96,Iron ,21.06,204.54,1.01,6.06,L2,21
Cucumber Peel,106.31,117.52,58.24,102.41,61.91,20.21,Iron ,24.85,303.94,1.88,6.08,L3,28
Cucumber Peel,83.15,87.63,48.4,92.36,48.43,13.03,Iron ,21.37,195.1,0.95,6.28,L2,21
Cucumber Peel,95.0,88.79,51.4,93.04,46.52,12.94,Iron ,18.81,199.73,0.94,6.34,L2,21
Cucumber Peel,84.26,82.58,52.61,83.35,44.25,13.62,Iron ,19.72,197.26,0.94,6.68,L2,21
Cucumber Peel,106.55,105.57,60.31,105.92,56.15,20.25,Iron ,25.7,278.94,2.03,5.91,L3,28
Cucumber Peel,84.64,82.74,45.88,96.92,44.96,13.14,Iron ,19.29,215.89,1.0,7.0,L2,21
Cucumber Peel,114.07,103.12,59.35,100.66,57.0,18.04,Iron ,25.36,293.99,1.89,6.41,L3,28
Cucumber Peel,85.26,86.66,48.35,94.94,46.69,13.21,Iron ,19.3,213.33,0.98,6.67,L2,21
Cucumber Peel,87.54,81.8,45.76,86.67,49.32,13.98,Iron ,20.52,202.46,0.97,6.18,L2,21
Cucumber Peel,94.95,91.24,53.07,85.68,46.91,13.21,Iron ,19.66,211.3,0.94,6.68,L2,21
Cucumber Peel,113.5,107.05,64.78,95.99,56.25,19.9,Iron ,24.12,312.85,1.86,6.63,L3,28
Cucumber Peel,86.12,91.37,52.24,94.88,48.08,13.12,Iron ,21.19,190.65,1.0,6.27,L2,21
Cucumber Peel,86.85,89.17,52.85,91.68,44.51,12.9,Iron ,19.71,190.15,1.05,6.78,L2,21
Cucumber Peel,82.99,89.31,49.28,95.72,49.32,13.76,Iron ,19.89,200.48,1.04,6.05,L2,21
Cucumber Peel,83.87,85.17,53.05,96.3,46.14,13.97,Iron ,21.37,199.86,1.0,6.22,L2,21
Cucumber Peel,88.18,86.57,52.63,88.05,45.05,13.81,Iron ,19.16,192.42,0.93,6.88,L2,21
Cucumber Peel,95.02,89.07,51.47,96.55,49.49,13.78,Iron ,19.94,195.66,1.07,6.53,L2,21
Cucumber Peel,96.63,88.12,47.68,84.83,44.56,13.32,Iron ,20.87,207.61,0.95,6.97,L2,21
Cucumber Peel,115.23,110.97,59.24,93.32,58.19,17.52,Iron ,23.29,319.28,1.89,6.28,L3,28
Cucumber Peel,120.8,102.79,65.81,102.73,57.39,17.56,Iron ,24.75,285.26,1.98,6.18,L3,28
Cucumber Peel,109.34,101.36,60.67,105.23,64.45,17.8,Iron ,26.34,301.45,1.9,6.24,L3,28
Cucumber Peel,97.1,85.36,52.92,85.41,46.53,13.04,Iron ,20.65,208.53,0.96,6.31,L2,21
Cucumber Peel,106.34,118.08,65.29,104.21,62.98,19.4,Iron ,24.34,281.21,1.89,6.0,L3,28
Cucumber Peel,91.86,82.36,51.87,95.74,42.99,13.98,Iron ,19.81,192.7,1.05,6.5,L2,21
Cucumber Peel,84.47,83.58,46.45,86.19,43.84,12.23,Iron ,20.81,185.72,1.06,6.0,L2,21
Cucumber Peel,111.94,111.88,66.3,97.79,59.11,19.75,Iron ,26.58,283.72,1.95,6.11,L3,28
Cucumber Peel,92.1,87.05,52.14,86.11,47.0,13.66,Iron ,19.11,193.1,1.04,6.57,L2,21
Cucumber Peel,121.01,112.05,67.7,94.62,59.87,19.99,Iron ,25.47,291.9,1.84,6.54,L3,28
Cucumber Peel,107.34,114.47,66.66,103.4,55.66,19.97,Iron ,23.44,318.76,2.08,6.2,L3,28
Cucumber Peel,90.24,91.02,46.27,87.68,43.05,13.01,Iron ,20.89,206.2,0.95,6.24,L2,21
Cucumber Peel,111.94,112.45,58.13,93.12,62.09,20.52,Iron ,26.87,287.2,1.95,6.67,L3,28
Cucumber Peel,105.26,116.76,67.3,106.4,57.97,18.08,Iron ,24.89,293.5,2.12,5.71,L3,28
Cucumber Peel,96.75,84.08,51.41,93.18,46.48,13.91,Iron ,19.54,211.84,0.97,6.95,L2,21
Cucumber Peel,113.54,111.29,59.36,94.64,61.54,19.24,Iron ,25.9,276.33,1.85,6.66,L3,28
Cucumber Peel,113.61,110.53,66.56,95.28,55.88,17.52,Iron ,25.03,279.6,1.96,6.0,L3,28
Cucumber Peel,120.08,111.5,62.74,93.47,59.09,19.01,Iron ,26.42,277.5,2.06,6.62,L3,28
Cucumber Peel,108.4,104.92,65.44,97.48,55.64,19.11,Iron ,24.66,321.71,1.88,6.67,L3,28
Cucumber Peel,107.83,106.48,61.3,96.17,59.42,18.88,Iron ,23.67,288.19,2.07,6.5,L3,28
Cucumber Peel,103.51,112.38,60.54,92.9,56.52,19.77,Iron ,26.24,278.68,2.12,6.48,L3,28
Cucumber Peel,109.49,100.88,67.95,92.4,57.02,17.84,Iron ,23.47,307.5,2.04,6.33,L3,28
Cucumber Peel,111.81,115.09,65.25,107.06,61.41,18.85,Iron ,25.73,306.97,2.07,6.58,L3,28
Cucumber Peel,117.98,113.94,58.07,104.11,60.42,20.09,Iron ,24.5,304.63,2.12,5.96,L3,28
Cucumber Peel,92.55,94.73,49.31,92.46,49.64,12.13,Iron ,19.01,191.84,0.99,6.16,L2,21
Cucumber Peel,109.22,108.42,65.86,92.75,57.53,19.25,Iron ,26.29,288.33,1.87,6.39,L3,28
Cucumber Peel,106.56,102.88,66.28,100.33,60.85,17.72,Iron ,23.93,318.74,1.86,5.93,L3,28
Cucumber Peel,111.55,101.07,67.1,94.55,59.8,19.43,Iron ,24.07,279.3,2.07,5.72,L3,28
Cucumber Peel,89.61,89.59,47.69,85.86,46.39,12.53,Iron ,20.33,201.62,1.06,6.56,L2,21
Cucumber Peel,86.9,88.42,49.86,84.42,48.16,12.31,Iron ,19.6,206.0,1.01,6.27,L2,21
Cucumber Peel,113.13,118.13,66.85,103.13,63.32,19.81,Iron ,23.31,316.18,1.86,5.78,L3,28
Cucumber Peel,85.22,86.69,53.09,87.36,47.33,13.18,Iron ,18.61,206.54,1.05,6.55,L2,21
Cucumber Peel,85.04,88.54,47.9,88.49,43.7,13.5,Iron ,19.98,188.65,1.07,6.2,L2,21
Cucumber Peel,107.58,102.17,60.84,97.91,63.21,20.39,Iron ,25.05,305.39,2.14,6.4,L3,28
Cucumber Peel,85.35,81.82,51.77,84.33,47.68,12.6,Iron ,20.77,188.45,1.08,6.08,L2,21
Cucumber Peel,119.8,103.43,67.64,101.83,63.01,18.51,Iron ,24.32,318.52,1.94,5.9,L3,28
Cucumber Peel,120.21,106.76,67.04,96.19,57.04,20.41,Iron ,24.84,305.75,1.96,6.2,L3,28
Cucumber Peel,112.98,105.93,67.12,103.7,55.91,18.51,Iron ,25.66,285.38,2.13,6.02,L3,28
Cucumber Peel,118.18,115.35,67.29,97.3,55.89,17.53,Iron ,26.89,304.38,1.93,6.18,L3,28
Cucumber Peel,107.61,109.3,66.51,105.64,55.45,20.29,Iron ,23.63,308.7,2.07,6.4,L3,28
Cucumber Peel,103.55,109.9,64.41,93.13,63.02,20.38,Iron ,26.15,293.24,2.02,6.42,L3,28
Cucumber Peel,87.31,82.63,47.88,92.93,48.36,13.72,Iron ,21.53,212.39,1.0,6.18,L2,21
Cucumber Peel,121.03,109.6,60.96,102.23,59.44,18.03,Iron ,23.01,315.08,2.01,5.84,L3,28
Cucumber Peel,115.06,115.92,58.99,98.92,63.8,17.88,Iron ,26.45,314.39,2.01,6.45,L3,28
Cucumber Peel,87.29,92.03,52.33,92.02,49.66,13.79,Iron ,21.2,209.63,0.95,6.07,L2,21
Cucumber Peel,87.67,84.1,45.55,84.35,46.18,12.59,Iron ,18.64,206.92,0.95,6.33,L2,21
Cucumber Peel,83.53,86.46,48.77,94.62,46.92,13.02,Iron ,20.89,194.18,1.08,6.27,L2,21
Cucumber Peel,93.46,91.92,53.28,92.62,44.91,13.49,Iron ,20.05,208.33,1.05,6.27,L2,21
Cucumber Peel,95.77,81.93,48.89,92.72,45.3,12.06,Iron ,19.5,189.35,0.92,6.87,L2,21
Egg shell,30.4,27.04,25.93,80.18,28.02,9.3,Iron,10.64,153.93,1.05,9.07,L1,18
Egg shell,30.12,28.42,28.62,79.15,27.35,9.45,Iron,9.86,138.13,0.98,9.67,L1,18
Egg shell,29.89,26.8,27.14,78.79,26.75,10.35,Iron,10.72,156.22,1.0,8.87,L1,18
Egg shell,41.78,45.31,39.91,84.01,37.68,12.64,Iron,15.93,213.99,1.06,9.31,L1,20
Egg shell,30.69,30.41,28.18,80.76,26.63,10.23,Iron,9.44,158.23,1.01,9.19,L1,18
Egg shell,45.31,42.01,42.36,82.85,41.68,12.28,Iron,15.56,204.23,0.95,9.6,L1,20
Egg shell,30.6,27.37,26.34,81.45,25.98,10.58,Iron,10.31,158.36,0.97,9.04,L1,18
Egg shell,30.22,28.54,24.9,81.53,27.31,10.06,Iron,9.37,153.75,0.98,9.47,L1,18
Egg shell,47.5,45.01,38.81,91.37,40.33,11.67,Iron,15.04,214.9,1.01,8.77,L1,20
Egg shell,31.12,28.32,28.79,82.55,26.49,10.59,Iron,10.75,153.76,1.03,8.89,L1,18
Egg shell,28.9,27.36,27.92,85.87,28.47,10.09,Iron,9.64,147.66,1.02,9.29,L1,18
Egg shell,28.7,27.79,25.99,78.65,25.12,10.08,Iron,10.47,154.87,1.03,9.29,L1,18
Egg shell,43.25,43.26,40.29,91.61,38.73,11.96,Iron,14.35,214.89,1.0,9.37,L1,20
Egg shell,42.52,38.66,42.87,83.68,40.76,11.96,Iron,15.85,203.44,1.04,9.32,L1,20
Egg shell,44.61,44.08,41.46,90.07,41.22,11.32,Iron,16.15,206.32,1.0,9.43,L1,20
Egg shell,47.89,43.61,41.19,84.23,40.42,12.28,Iron,15.01,184.33,1.06,9.72,L1,20
Egg shell,32.27,28.37,28.16,85.18,29.15,9.37,Iron,10.77,146.24,0.95,9.65,L1,18
Egg shell,32.02,27.65,25.02,76.11,27.81,10.28,Iron,9.38,152.9,0.96,9.45,L1,18
Egg shell,30.76,27.98,27.85,84.01,24.86,10.52,Iron,9.89,150.32,0.99,9.08,L1,18
Egg shell,28.81,30.27,26.03,82.07,29.05,10.14,Iron,10.58,142.03,0.95,9.76,L1,18
Egg shell,47.42,42.82,37.94,83.57,41.93,11.91,Iron,15.14,211.6,1.08,9.55,L1,20
Egg shell,48.47,41.28,39.8,88.34,41.81,12.51,Iron,14.6,211.09,0.96,8.75,L1,20
Egg shell,30.22,27.71,26.38,76.92,25.8,10.58,Iron,9.38,156.84,1.06,9.37,L1,18
Egg shell,42.58,43.97,40.54,89.3,38.9,12.38,Iron,15.92,211.4,0.99,9.57,L1,20
Egg shell,29.24,29.5,28.39,82.66,25.81,9.71,Iron,9.62,146.33,1.02,9.97,L1,18
Egg shell,48.49,43.17,42.52,88.29,41.35,12.82,Iron,15.83,195.67,1.0,8.79,L1,20
Egg shell,46.58,40.58,37.92,86.19,41.84,12.79,Iron,14.1,187.14,0.99,9.64,L1,20
Egg shell,30.53,28.96,26.96,78.91,28.68,9.87,Iron,9.63,145.03,1.0,9.31,L1,18
Egg shell,28.08,26.47,29.12,80.06,29.01,9.69,Iron,9.21,138.08,1.06,9.01,L1,18
Egg shell,29.24,26.65,28.57,85.28,28.72,10.13,Iron,10.08,145.8,1.08,9.44,L1,18
Egg shell,47.18,43.47,39.28,84.94,40.28,11.52,Iron,15.93,190.14,0.99,9.22,L1,20
Egg shell,45.49,42.8,38.28,79.71,38.17,11.16,Iron,15.28,186.51,1.06,8.89,L1,20
Egg shell,28.38,27.18,25.34,84.03,26.45,9.67,Iron,9.74,148.14,0.94,10.08,L1,18
Egg shell,27.92,28.09,26.21,81.94,27.56,9.41,Iron,10.29,156.33,1.0,9.62,L1,18
Egg shell,28.23,29.89,26.79,86.14,27.63,9.29,Iron,9.85,156.64,0.99,9.6,L1,18
Egg shell,47.13,44.03,41.86,78.25,42.13,12.62,Iron,15.97,194.74,0.94,9.0,L1,20
Egg shell,29.58,30.19,26.72,77.35,25.91,10.61,Iron,10.29,155.44,1.01,9.12,L1,18
Egg shell,28.85,27.5,27.66,82.02,28.92,10.51,Iron,9.61,155.77,1.07,9.63,L1,18
Egg shell,42.14,39.78,41.41,84.51,41.63,11.13,Iron,14.98,194.5,1.04,9.16,L1,20
Egg shell,28.73,29.78,27.97,74.91,25.31,9.21,Iron,9.87,139.74,0.99,9.13,L1,18
Egg shell,41.83,38.95,43.52,78.97,41.7,12.96,Iron,15.51,202.11,0.98,9.06,L1,20
Egg shell,28.73,26.22,29.13,84.21,29.03,10.59,Iron,10.66,146.07,1.0,8.81,L1,18
Egg shell,47.0,41.67,41.09,89.27,42.92,12.71,Iron,14.82,214.8,1.06,9.54,L1,20
Egg shell,47.38,43.17,38.8,79.84,38.44,11.21,Iron,14.17,215.29,0.93,8.62,L1,20
Egg shell,48.09,39.07,41.38,85.08,42.2,11.19,Iron,14.82,196.96,0.94,9.14,L1,20
Egg shell,42.72,44.66,39.54,82.4,38.13,12.27,Iron,15.61,190.38,0.95,9.65,L1,20
Egg shell,42.99,38.7,42.03,82.34,43.0,12.17,Iron,14.11,205.31,1.02,9.7,L1,20
Egg shell,47.73,44.36,40.12,89.27,38.04,12.82,Iron,13.99,209.73,1.08,8.74,L1,20
Egg shell,44.47,40.18,43.44,84.9,41.83,12.67,Iron,15.62,207.22,0.95,8.31,L1,20
Egg shell,43.11,43.41,38.88,82.86,37.54,11.18,Iron,14.51,213.34,1.08,8.71,L1,20
Egg shell,48.04,38.77,43.66,91.76,38.33,12.03,Iron,14.71,198.66,1.07,9.59,L1,20
Egg shell,30.63,29.62,25.2,78.23,28.51,10.37,Iron,10.65,141.34,0.95,9.0,L1,18
Egg shell,30.17,28.52,26.93,78.78,25.65,10.58,Iron,9.79,145.59,0.99,9.39,L1,18
Egg shell,42.65,41.79,39.36,89.8,43.22,11.87,Iron,13.91,205.28,0.94,9.53,L1,20
Egg shell,29.03,27.6,24.91,81.22,25.4,9.87,Iron,10.5,150.31,0.97,9.4,L1,18
Egg shell,30.61,30.51,28.79,78.88,25.96,10.45,Iron,9.6,138.9,0.95,9.83,L1,18
Egg shell,31.45,26.76,26.83,82.22,27.43,9.24,Iron,10.64,140.25,0.98,9.51,L1,18
Egg shell,29.02,27.8,28.59,78.07,28.39,9.66,Iron,9.72,141.79,1.01,9.45,L1,18
Egg shell,47.76,40.2,40.18,81.49,38.72,11.93,Iron,15.62,188.04,0.93,8.5,L1,20
Egg shell,42.98,40.92,38.48,85.1,40.38,12.57,Iron,15.09,202.9,0.94,8.65,L1,20
Egg shell,28.24,26.69,26.21,80.83,25.19,10.8,Iron,9.87,151.17,1.03,9.98,L1,18
Egg shell,29.88,26.23,26.98,79.61,26.58,9.32,Iron,9.54,153.04,0.94,9.96,L1,18
Egg shell,45.64,40.57,40.4,87.09,38.05,12.14,Iron,15.64,187.26,1.07,9.61,L1,20
Egg shell,32.27,29.56,25.22,75.66,24.84,9.4,Iron,10.16,139.06,1.01,10.07,L1,18
Egg shell,28.73,28.42,25.53,74.43,28.41,9.49,Iron,9.6,153.48,1.0,8.79,L1,18
Egg shell,43.61,38.88,40.87,86.55,42.76,11.83,Iron,14.41,212.18,0.98,8.94,L1,20
Egg shell,47.49,40.31,39.9,84.18,41.04,12.17,Iron,13.98,198.37,1.08,8.88,L1,20
Egg shell,41.98,39.84,37.45,87.88,40.87,12.72,Iron,15.35,184.7,0.96,9.14,L1,20
Egg shell,47.34,38.83,38.03,85.46,42.4,12.8,Iron,14.52,209.79,1.08,8.42,L1,20
Egg shell,29.45,26.58,28.38,83.44,26.74,10.03,Iron,10.08,142.24,0.95,9.15,L1,18
Egg shell,41.48,38.9,42.42,79.55,39.72,11.9,Iron,15.24,213.59,1.05,9.46,L1,20
Egg shell,29.89,29.24,28.95,75.34,27.11,10.0,Iron,10.05,142.66,0.94,9.69,L1,18
Egg shell,41.54,44.82,39.69,84.53,41.0,12.04,Iron,14.36,204.34,0.93,9.34,L1,20
Egg shell,44.98,39.25,39.43,79.25,42.87,12.33,Iron,15.49,210.7,0.95,8.33,L1,20
Egg shell,32.32,26.77,28.18,85.4,26.37,9.66,Iron,9.37,143.6,0.96,9.0,L1,18
Egg shell,29.55,28.48,25.27,78.85,28.49,9.87,Iron,10.45,160.61,0.96,10.02,L1,18
Egg shell,43.49,44.73,43.73,79.57,42.42,11.43,Iron,16.08,192.54,1.0,9.54,L1,20
Egg shell,27.94,30.64,26.92,75.92,26.82,9.62,Iron,10.24,158.38,0.93,9.31,L1,18
Egg shell,32.04,30.49,26.72,81.46,27.86,10.09,Iron,9.82,152.61,0.94,10.06,L1,18
Egg shell,46.45,42.72,43.35,86.12,39.73,11.14,Iron,15.59,211.99,0.93,8.69,L1,20
Egg shell,29.71,29.53,27.5,77.19,25.04,10.65,Iron,10.28,150.12,1.04,8.97,L1,18
Egg shell,45.77,44.45,37.31,84.33,41.69,11.81,Iron,15.91,211.1,0.95,8.95,L1,20
Egg shell,30.99,27.99,28.94,81.58,25.99,10.21,Iron,9.64,156.05,0.94,9.3,L1,18
Egg shell,46.45,39.69,40.97,86.94,39.76,11.72,Iron,14.7,199.11,1.02,9.54,L1,20
Egg shell,46.99,40.35,38.0,82.69,41.82,12.93,Iron,14.45,189.63,1.07,8.36,L1,20
Egg shell,29.52,29.25,27.84,77.23,26.78,10.32,Iron,9.71,159.89,0.99,9.89,L1,18
Egg shell,27.6,27.48,28.34,82.58,27.43,10.01,Iron,9.59,158.42,0.98,9.28,L1,18
Egg shell,31.44,29.04,25.68,76.86,25.56,9.24,Iron,10.66,151.7,0.98,9.85,L1,18
Egg shell,27.76,27.92,26.54,85.96,28.61,10.47,Iron,9.76,155.11,0.95,8.95,L1,18
Egg shell,31.36,28.6,26.12,82.77,28.09,10.19,Iron,9.61,152.62,1.05,9.66,L1,18
Egg shell,31.67,26.54,28.71,74.79,28.89,9.21,Iron,10.5,149.7,0.96,9.95,L1,18
Egg shell,27.98,29.69,28.06,74.55,29.1,10.21,Iron,10.52,160.96,0.96,9.75,L1,18
Egg shell,27.78,26.61,26.39,82.84,26.33,9.61,Iron,9.8,146.96,1.04,9.46,L1,18
Egg shell,44.54,38.7,39.36,80.19,43.19,12.0,Iron,14.76,187.42,1.05,9.6,L1,20
Egg shell,44.59,42.79,40.2,87.18,42.41,11.44,Iron,15.59,210.69,0.95,8.77,L1,20
Egg shell,45.92,44.67,43.54,89.15,41.33,11.46,Iron,16.12,197.35,1.04,8.91,L1,20
Egg shell,46.23,42.26,38.12,88.65,39.75,11.63,Iron,14.48,190.96,1.05,8.79,L1,20
Egg shell,28.3,26.32,25.58,82.25,25.72,10.34,Iron,10.54,147.18,1.01,8.79,L1,18
Egg shell,29.14,29.28,26.98,84.09,25.31,10.35,Iron,9.53,143.87,0.93,9.4,L1,18
Egg shell,30.53,28.95,26.85,74.74,25.57,9.97,Iron,10.26,160.75,1.05,8.82,L1,18
Onion peels,52.51,51.18,26.32,78.63,46.72,11.97,Iron ,20.64,215.43,0.99,7.56,L1,29
Onion peels,55.08,48.88,30.64,89.05,45.93,12.21,Iron ,21.21,201.54,0.99,6.92,L1,29
Onion peels,41.72,41.33,20.75,86.08,21.8,9.92,Iron ,15.06,214.52,0.98,6.46,L1,29
Onion peels,51.27,46.26,27.11,80.53,44.18,12.31,Iron ,19.31,186.86,1.03,6.86,L1,29
Onion peels,47.07,42.27,23.41,75.07,19.58,10.52,Iron ,14.5,211.9,1.03,6.5,L1,29
Onion peels,47.13,45.03,23.89,77.38,19.85,10.61,Iron ,14.83,204.46,0.99,6.6,L1,29
Onion peels,44.02,43.69,23.95,85.97,21.99,10.74,Iron ,14.02,197.87,1.02,7.47,L1,29
Onion peels,48.87,53.04,27.96,89.42,45.85,11.66,Iron ,19.7,209.86,1.02,6.92,L1,29
Onion peels,46.81,41.87,23.89,80.86,19.34,10.39,Iron ,14.12,206.26,1.02,7.08,L1,29
Onion peels,45.12,40.5,23.84,79.68,21.55,9.99,Iron ,14.78,205.95,1.01,7.52,L1,29
Onion peels,43.68,40.35,23.97,77.09,22.38,10.58,Iron ,15.26,212.06,1.08,7.27,L1,29
Onion peels,55.66,50.89,29.56,86.25,51.61,11.06,Iron ,19.42,208.05,1.04,7.09,L1,29
Onion peels,54.23,51.91,30.72,85.62,44.18,12.79,Iron ,18.82,195.79,1.07,6.86,L1,29
Onion peels,54.65,52.67,30.09,90.29,47.32,11.34,Iron ,19.59,206.7,1.05,6.72,L1,29
Onion peels,45.07,44.47,20.76,84.77,21.21,10.47,Iron ,14.2,213.94,0.96,6.92,L1,29
Onion peels,46.64,42.01,21.16,82.22,22.38,9.75,Iron ,13.83,201.07,1.02,6.67,L1,29
Onion peels,48.52,41.32,24.21,81.21,21.47,10.77,Iron ,15.35,209.99,1.04,6.75,L1,29
Onion peels,55.39,46.69,26.91,85.36,50.99,11.9,Iron ,20.97,196.15,0.97,6.79,L1,29
Onion peels,50.56,47.36,29.09,80.25,49.85,12.83,Iron ,19.31,213.9,1.07,6.81,L1,29
Onion peels,54.02,52.96,28.98,80.51,44.7,11.45,Iron ,21.36,201.61,1.03,7.03,L1,29
Onion peels,43.44,43.23,21.33,75.63,20.4,10.58,Iron ,15.81,207.32,0.94,6.7,L1,29
Onion peels,54.27,50.82,26.31,91.43,46.57,12.77,Iron ,21.23,206.52,1.02,7.13,L1,29
Onion peels,45.84,41.75,21.12,75.31,19.57,9.73,Iron ,15.02,215.8,0.95,6.73,L1,29
Onion peels,56.0,49.65,28.22,90.91,45.39,12.48,Iron ,21.2,196.29,1.07,7.56,L1,29
Onion peels,49.36,47.15,27.95,91.14,44.37,11.64,Iron ,20.62,214.15,1.0,7.61,L1,29
